'TYPE','PERSONS','CHILDREN','INCOME','REGION','EDUCATION'
2,3,2,16500,1,40
1,2,0,63204,1,38
1,3,1,36700,1,40
1,4,2,41050,1,40
1,2,0,19674,1,39
3,3,2,6700,1,39
1,3,0,70176,1,39
3,3,2,12400,1,39
1,5,3,23000,1,39
3,5,4,9728,1,36
3,5,4,11500,1,39
1,2,0,33378,1,39
3,2,1,180,1,36
3,2,0,15745,1,39
3,2,0,11755,1,34
1,5,2,35860,1,39
1,3,0,57431,1,35
1,2,0,16738,1,45
2,5,3,3858,1,39
2,2,0,77871,1,44
1,2,0,85100,1,43
1,2,0,86108,1,43
3,3,2,7488,1,37
1,5,0,116967,1,43
1,2,0,47203,1,33
1,2,0,37203,1,40
1,4,2,51247,1,39
3,2,0,9636,1,35
3,2,0,9768,1,39
1,2,0,31580,1,34
1,2,0,19200,1,40
3,2,0,17900,1,37
2,2,0,39000,1,39
2,2,0,46546,1,43
1,2,0,35220,1,39
1,4,2,55400,1,43
1,3,0,31250,1,39
3,2,0,59200,1,39
1,4,0,83972,1,39
1,3,0,30708,1,39
1,4,2,17370,1,43
1,2,0,16366,1,39
1,5,0,248830,1,38
1,2,0,39500,1,43
1,2,0,23835,1,40
1,3,1,6936,1,39
1,4,0,72028,1,39
2,2,1,59295,1,42
1,2,0,45020,1,39
2,3,2,45600,1,44
1,2,0,22107,1,39
1,4,1,83300,1,32
3,2,0,34595,1,42
1,5,3,36020,1,35
1,2,0,47762,1,43
1,2,0,43247,1,43
3,2,1,68914,1,39
3,2,0,18162,1,40
1,3,0,113564,1,40
1,5,3,77403,1,44
1,3,0,85800,1,40
1,5,0,47282,1,43
3,2,1,7319,1,40
1,6,0,162950,1,43
3,2,1,14550,1,40
3,2,0,17902,1,34
1,4,0,96580,1,44
1,2,0,34078,1,43
1,2,0,6420,1,39
1,2,0,33564,1,39
1,3,0,23906,1,34
3,2,0,17160,1,37
1,4,2,61050,1,40
1,2,0,51449,1,42
1,5,3,31000,1,42
1,2,0,43098,1,39
1,2,0,17348,1,40
1,2,0,37486,1,40
1,2,0,17631,1,39
1,2,0,38719,1,40
1,4,2,57490,1,44
3,3,2,5352,1,39
3,2,1,5402,1,39
1,2,0,58100,1,40
1,4,2,71800,1,44
1,2,0,48300,1,39
1,2,0,21731,1,39
1,5,2,42700,1,39
3,2,0,19140,1,39
1,4,1,97430,1,40
1,3,1,75889,1,44
1,2,0,77388,1,39
1,2,0,60236,1,39
1,5,3,66140,1,43
1,3,1,25308,1,39
1,4,2,2062,1,39
2,2,0,22849,1,36
1,4,2,25397,1,39
3,4,3,7692,1,34
3,3,1,14892,1,39
1,4,1,22925,1,36
1,4,2,49015,1,40
1,4,2,53022,1,40
3,2,1,4800,1,39
1,4,2,92548,1,43
1,4,2,61200,1,43
1,4,0,66414,1,41
3,2,1,20000,1,39
1,3,0,80008,1,41
1,4,2,71175,1,43
1,5,3,55522,1,42
1,4,1,56715,1,39
1,4,2,30240,1,41
3,4,0,54688,1,39
1,2,0,12951,1,39
1,2,0,41651,1,43
1,2,0,18345,1,34
1,5,0,144455,1,36
3,2,1,14502,1,39
3,2,0,7846,1,34
3,3,1,30400,1,39
1,4,2,22000,1,39
3,2,1,8501,1,39
1,4,2,40100,1,39
1,5,0,121038,1,43
1,2,0,13696,1,39
1,5,0,79369,1,46
1,3,0,103296,1,43
1,4,2,70401,1,45
1,6,3,71660,1,41
1,3,1,24966,1,41
1,2,0,40496,1,44
3,2,0,39541,1,39
1,2,0,71290,1,40
1,3,0,78447,1,44
1,3,1,72000,1,40
1,6,2,122330,1,44
1,4,2,67200,1,43
1,5,3,83800,1,40
1,3,1,32450,1,42
1,5,3,24364,1,39
1,4,2,22574,1,39
3,3,2,33050,1,43
1,3,0,103338,1,41
1,3,0,32000,1,39
1,2,0,31966,1,39
1,3,1,52000,1,39
1,2,0,38473,1,39
1,5,3,41020,1,39
3,3,0,68105,1,39
3,2,0,30120,1,39
1,2,0,30850,1,39
1,4,1,46027,1,40
1,2,0,78197,1,39
1,4,2,16408,1,33
1,2,0,56164,1,39
3,3,0,33520,1,39
2,2,0,63216,1,35
1,2,0,26291,1,40
1,4,2,40046,1,39
1,5,3,19297,1,36
1,4,2,42695,1,39
3,2,1,8840,1,39
1,2,0,40000,1,40
1,4,2,28000,1,39
1,3,1,11098,1,40
1,3,0,32510,1,42
3,2,0,15424,1,31
3,2,1,6000,1,40
3,2,0,16737,1,34
1,2,0,73400,1,42
1,2,0,32300,1,40
1,4,2,60100,1,42
3,3,0,17174,1,34
1,3,1,43013,1,39
1,2,0,25200,1,37
1,2,0,106500,1,43
1,4,1,30213,1,39
1,3,1,40122,1,35
3,2,1,39010,1,40
1,2,0,42100,1,44
1,5,0,110350,1,42
1,3,0,19826,1,39
1,2,0,50000,1,42
1,4,1,72164,1,44
1,2,0,78100,1,41
3,2,1,29380,1,41
1,4,2,7149,1,43
3,3,0,43600,1,43
1,4,2,40002,1,40
1,4,2,36034,1,39
1,2,0,48330,1,32
1,2,0,22001,1,43
1,2,0,32510,1,39
2,3,0,91330,1,39
1,2,0,66301,1,35
1,4,2,35000,1,39
1,4,2,35620,1,39
3,3,2,27487,1,39
1,4,1,77204,1,41
1,2,0,14710,1,39
1,2,0,102782,1,43
1,2,0,29581,1,39
1,3,1,40900,1,41
1,2,0,20668,1,40
1,4,2,20080,1,40
3,4,3,8009,1,39
3,3,2,11800,1,35
1,3,1,31000,1,40
1,3,0,81640,1,36
1,2,0,106761,1,43
3,3,1,26890,1,39
1,2,0,11146,1,39
3,2,1,2594,1,35
1,3,1,53246,1,39
1,4,2,29010,1,40
1,3,1,59658,1,44
1,5,3,78350,1,43
1,2,0,63350,1,41
1,2,0,70554,1,39
1,4,2,49920,1,39
1,6,0,70017,1,44
3,3,2,25136,1,43
1,3,0,82900,1,43
1,3,0,102725,1,43
1,2,0,56550,1,39
3,3,2,11352,1,35
2,3,0,25000,1,39
3,3,1,14715,1,37
1,4,2,88634,1,45
1,2,0,16587,1,34
1,2,0,51987,1,44
1,4,2,55499,1,39
1,2,0,25648,1,40
1,2,0,32014,1,39
1,2,0,33608,1,39
1,2,0,152900,1,37
3,5,2,8016,1,31
1,3,0,71197,1,39
1,2,0,103500,1,44
1,4,2,13000,1,40
1,2,0,83760,1,44
1,5,3,23020,1,39
1,2,0,28010,1,39
1,2,0,44700,1,41
1,4,0,90140,1,40
1,5,0,53647,1,45
3,2,0,24505,1,39
3,2,1,7484,1,39
2,3,2,46000,1,40
3,2,1,5376,1,36
1,5,3,9936,1,43
3,5,3,11556,1,39
3,2,1,7632,1,37
1,3,1,90404,1,44
1,4,2,43000,1,39
1,2,0,54000,1,39
1,4,2,44972,1,41
1,2,0,147600,1,45
1,3,1,42386,1,43
3,3,2,5319,1,35
1,4,1,95331,1,39
3,3,0,21374,1,35
1,4,0,160127,1,43
3,2,0,3061,1,35
2,2,0,14456,1,36
1,3,1,24512,1,39
1,2,0,20214,1,39
1,4,2,77000,1,45
1,3,0,9034,1,40
1,3,1,25720,1,40
1,3,0,65854,1,37
1,3,0,53792,1,43
1,3,1,60400,1,43
1,3,1,28750,1,43
1,2,0,122000,1,43
1,3,1,49020,1,40
1,2,0,18993,1,37
1,4,2,45900,1,42
1,3,0,80300,1,44
3,3,1,49309,1,40
1,2,0,54500,1,40
2,3,0,120000,1,34
1,3,1,147645,1,40
1,6,3,38918,1,39
1,2,0,14570,1,34
2,2,1,29266,1,39
1,2,0,13300,1,32
2,2,0,53723,1,42
1,2,0,59000,1,42
1,2,0,9946,1,43
1,2,0,13412,1,40
1,3,1,87264,1,43
1,3,0,43866,1,39
1,3,1,30500,1,39
3,2,0,57797,1,39
1,3,1,147700,1,45
1,2,0,39564,1,42
1,7,0,241620,1,44
1,2,0,72400,1,44
1,4,2,75324,1,45
1,5,3,21423,1,40
2,3,0,55822,1,39
1,4,2,64030,1,39
1,4,2,100667,1,44
1,2,0,49404,1,46
1,4,2,31039,1,39
1,4,2,85728,1,39
1,3,1,28136,1,39
1,2,0,49654,1,40
1,2,0,56600,1,44
1,3,0,38302,1,43
1,2,0,16349,1,40
1,3,1,66456,1,43
1,4,0,89372,1,39
1,2,0,62924,1,39
1,4,2,73500,1,44
1,2,0,36050,1,44
1,2,0,73600,1,44
1,2,0,35337,1,41
1,2,0,38800,1,40
1,4,0,82450,1,39
1,2,0,71000,1,42
1,2,0,66500,1,43
1,4,2,45000,1,40
1,3,1,35000,1,43
1,3,1,34034,1,39
1,3,0,124904,1,42
1,5,2,34800,1,34
1,3,1,29354,1,37
1,2,0,12380,1,34
1,3,0,53816,1,39
1,2,0,8256,1,37
1,2,0,56250,1,40
3,4,3,10000,1,39
1,3,0,50000,1,33
1,4,2,48000,1,39
1,5,1,50576,1,39
1,5,2,56275,1,32
3,2,1,4645,1,35
1,4,2,10784,1,35
3,3,2,0,1,35
1,2,0,69812,1,40
3,2,0,5352,1,40
3,2,0,3600,1,36
1,4,0,40384,1,41
1,2,0,38100,1,39
1,2,0,12818,1,33
1,3,0,64667,1,39
1,2,0,31928,1,39
1,4,1,58279,1,34
1,6,0,50937,1,32
1,3,1,7200,1,39
1,5,2,41130,1,42
1,4,0,52400,1,39
1,2,0,23855,1,41
1,4,1,20025,1,39
1,4,2,75150,1,41
1,2,0,87384,1,39
1,5,2,60618,1,39
1,3,0,68525,1,43
1,2,0,42300,1,39
1,4,2,66872,1,40
3,3,0,48707,1,39
1,4,2,45000,1,39
2,2,0,9698,1,34
3,6,0,3624,1,34
3,4,3,2124,1,35
1,5,1,67413,1,39
1,5,3,31110,1,39
3,2,1,9440,1,35
2,3,2,13000,1,36
1,4,2,5450,1,39
3,2,1,6120,1,34
1,2,0,39000,1,39
1,4,2,65350,1,39
1,3,0,37052,1,32
1,2,0,33200,1,39
1,3,1,55400,1,43
1,3,1,28859,1,42
1,2,0,20622,1,34
3,5,0,38100,1,39
1,3,1,65082,1,41
1,2,0,75300,1,42
1,2,0,21800,1,39
1,3,1,48305,1,39
1,2,0,25010,1,37
1,5,3,76204,1,43
1,2,0,87800,1,41
1,2,0,146750,1,43
1,3,1,41500,1,39
2,2,0,10000,1,40
1,2,0,19095,1,36
3,3,2,22560,1,39
3,3,1,26729,1,39
1,3,1,52000,1,39
1,2,0,17000,1,34
1,2,0,72030,1,42
1,2,0,17712,1,39
3,4,0,45112,1,39
3,2,1,5832,1,39
3,12,2,32020,1,38
1,3,1,21820,1,35
1,3,0,76794,1,37
1,3,1,49020,1,40
1,5,3,46610,1,41
1,4,0,68974,1,39
1,4,2,27300,1,39
1,7,4,33280,1,32
1,5,2,63200,1,34
1,2,0,28664,1,39
1,3,0,23455,1,32
1,4,2,37840,1,32
1,4,0,25250,1,37
1,3,1,82714,1,43
1,3,1,26014,1,41
1,5,3,40100,1,40
1,2,0,33400,1,39
1,5,1,72793,1,32
1,3,0,112279,1,43
1,4,2,36000,1,39
1,2,0,55150,1,39
1,4,2,27412,1,35
1,4,2,38550,1,39
3,5,0,80170,1,43
1,3,1,45081,1,39
1,4,2,50065,1,43
1,5,2,45296,1,40
1,5,2,79330,1,40
3,2,1,25000,1,41
1,4,2,72350,1,39
3,3,0,33200,1,37
1,2,0,27482,1,35
1,2,0,29703,1,39
1,2,0,79500,1,40
1,3,0,47592,1,40
1,2,0,45000,1,36
1,3,1,61690,1,43
1,3,1,51159,1,40
1,3,0,71760,1,42
1,3,1,44040,1,40
1,4,2,9562,1,39
1,2,0,46496,1,39
3,2,0,32549,1,34
1,5,2,80372,1,38
1,2,0,21911,1,38
1,3,0,123112,1,39
1,4,0,100121,1,43
1,4,0,80243,1,43
1,4,2,85080,1,44
1,3,0,50300,1,39
1,4,2,37005,1,41
1,4,1,93200,1,41
3,2,1,11025,1,39
1,5,3,71228,1,43
1,2,0,189939,1,45
1,3,0,26200,1,43
1,2,0,18214,1,34
3,2,1,13433,1,39
3,2,1,13000,1,39
1,2,0,28925,1,39
1,5,3,75050,1,39
1,2,0,9043,1,33
1,3,0,44930,1,39
1,4,1,55000,1,40
1,2,0,22410,1,39
1,5,3,70800,1,44
1,3,1,109000,1,44
1,4,2,12845,1,43
3,2,1,10308,1,41
3,3,2,12600,1,39
3,4,3,21700,1,39
3,2,0,8701,1,33
3,3,2,6468,1,39
3,2,1,8760,1,40
3,5,4,8520,1,36
3,4,3,7536,1,35
1,4,1,61300,1,34
1,2,0,65074,1,39
1,3,1,63540,1,43
2,5,3,50640,1,40
1,2,0,14750,1,39
1,3,1,4730,1,35
1,7,0,90230,1,39
1,5,3,10000,1,39
1,2,0,33928,1,39
1,2,0,860,1,34
1,2,0,27830,1,39
1,5,3,58770,1,39
1,3,1,45400,1,43
1,4,2,45070,1,39
1,2,0,39000,1,39
1,4,2,52400,1,43
1,2,0,25938,1,44
1,4,2,48700,1,41
1,4,2,89500,1,44
1,4,2,55189,1,39
1,5,3,48400,1,39
1,2,0,26002,1,39
1,5,2,100350,1,43
1,2,0,30456,1,39
1,2,0,13412,1,40
3,2,1,17400,1,33
2,4,2,24000,1,37
1,2,0,65521,1,41
3,3,2,966,1,39
3,4,3,13000,1,38
3,3,2,17018,1,39
1,3,0,74860,1,39
1,3,1,83800,1,42
1,4,2,62550,1,43
1,2,0,104884,1,43
1,2,0,71901,1,39
3,2,0,42000,1,40
3,2,1,5350,1,39
1,2,0,89300,1,43
1,4,2,8300,1,41
1,3,1,91800,1,43
1,5,2,93802,1,43
1,4,2,39500,1,44
2,2,1,10200,1,39
3,2,1,19200,1,39
2,2,1,18000,1,39
3,2,1,7830,1,39
3,3,2,18011,1,42
1,4,2,40074,1,41
1,2,0,70000,1,39
1,2,0,45630,1,39
1,2,0,18500,1,38
1,4,2,14700,1,43
1,4,0,100040,1,40
1,5,3,121231,1,45
1,2,0,159500,1,45
1,2,0,34482,1,39
1,6,3,124999,1,44
1,4,0,111290,1,44
3,5,4,9720,1,34
3,4,2,8000,1,38
1,3,0,65300,1,39
1,4,2,57094,1,40
1,2,0,23551,1,36
1,2,0,29700,1,39
3,4,3,7968,1,33
1,2,0,26700,1,34
1,2,0,5710,1,34
1,4,0,104547,1,40
3,2,0,41300,1,39
1,2,0,53700,1,40
1,4,2,93710,1,40
1,3,1,24,1,40
2,2,0,18240,1,35
3,3,0,32014,1,40
1,2,0,29510,1,39
3,4,2,12123,1,39
3,2,1,269,1,35
3,2,1,24200,1,39
3,4,1,48827,1,39
3,3,2,6948,1,38
1,2,0,12000,1,37
1,4,2,75885,1,44
1,3,1,94100,1,43
2,2,0,15500,1,39
1,3,1,55000,1,43
1,3,1,51089,1,39
1,2,0,74614,1,40
1,5,3,48202,1,39
1,4,2,15688,1,39
1,5,1,114903,1,44
1,2,0,35902,1,40
1,4,2,45500,1,41
1,4,2,17862,1,34
3,2,1,24700,1,39
1,4,0,66350,1,39
3,3,2,40675,1,42
3,2,0,53200,1,39
1,2,0,39114,1,39
1,2,0,22396,1,39
1,4,2,70100,1,44
1,2,0,16126,1,36
1,2,0,103061,1,41
1,3,1,18545,1,40
1,2,0,21100,1,39
1,2,0,32300,1,39
1,2,0,115452,1,43
1,3,0,71185,1,44
1,3,1,61214,1,39
1,5,3,51922,1,39
3,2,0,57743,1,40
1,3,0,16347,1,39
1,4,2,34500,1,43
3,2,1,35000,1,39
1,3,1,53280,1,41
1,2,0,39000,1,42
1,2,0,66200,1,43
1,4,0,98180,1,43
1,3,1,78621,1,45
1,5,1,127815,1,40
3,3,2,14500,1,39
1,5,3,45349,1,43
1,4,1,113730,1,39
1,4,2,122366,1,43
1,3,1,31000,1,43
3,4,2,37500,1,40
1,2,0,7600,1,39
3,5,4,3720,1,40
3,5,3,4332,1,34
3,6,5,10734,1,39
3,3,2,6468,1,36
2,3,2,24930,1,39
1,3,1,38848,1,39
1,2,0,10019,1,39
1,3,0,16700,1,39
3,2,0,12880,1,36
1,5,2,24430,1,39
3,2,0,19475,1,41
1,2,0,126200,1,44
1,2,0,93102,1,43
1,5,1,21808,1,39
1,4,1,79520,1,39
1,4,2,59282,1,40
2,2,0,45000,1,43
3,4,3,5376,1,36
1,5,3,0,1,31
1,3,1,33000,1,40
1,4,2,32000,1,39
1,2,0,65620,1,42
3,3,2,17581,1,39
3,2,0,10000,1,39
3,5,0,56016,1,43
1,3,1,11100,1,41
1,4,0,51326,1,39
2,3,0,70800,1,43
1,3,1,59000,1,44
1,3,1,106499,1,44
1,4,2,104060,1,44
1,3,0,120249,1,43
1,2,0,101000,1,43
1,2,0,37837,1,40
3,3,1,19154,1,44
1,2,0,97788,1,44
1,2,0,21150,1,43
1,2,0,53948,1,44
1,3,0,141589,1,46
2,2,1,33369,1,43
1,3,1,69572,1,46
1,2,0,85100,1,42
1,4,2,152000,1,46
1,3,0,62000,1,40
2,3,0,128699,1,45
3,2,0,57895,1,39
1,5,3,72200,1,44
1,3,0,114140,1,45
1,4,0,87612,1,39
1,4,2,75347,1,44
1,2,0,66000,1,43
1,2,0,77070,1,39
1,3,0,60308,1,43
2,2,0,37611,1,45
1,3,1,21000,1,40
1,2,0,23839,1,33
1,3,0,31446,1,39
1,4,2,62150,1,40
1,4,2,70010,1,43
1,3,1,47296,1,39
1,3,0,29016,1,39
1,2,0,14503,1,38
1,7,1,199871,1,41
1,2,0,81400,1,45
1,2,0,11197,1,41
1,3,1,31008,1,39
3,4,3,10900,1,40
3,3,2,6700,1,39
1,6,4,155700,1,44
1,4,2,157593,1,44
1,4,0,75650,1,44
1,3,0,112875,1,43
1,4,2,92510,1,44
2,4,0,132365,1,40
1,2,0,73558,1,40
1,2,0,288999,1,43
3,3,0,171400,1,41
3,2,0,108241,1,39
1,3,1,90000,1,44
2,2,1,16627,1,40
3,2,1,11516,1,39
2,2,0,7000,1,36
1,2,0,138877,1,43
2,3,2,14233,1,37
1,4,2,63000,1,43
1,2,0,27731,1,40
3,3,0,19500,1,39
3,2,1,2500,1,36
3,3,2,6175,1,39
3,4,3,600,1,39
3,2,1,4608,1,36
3,2,0,95903,1,45
1,5,3,13440,1,35
2,2,0,28320,1,44
3,6,5,13000,1,39
3,3,0,18015,1,32
3,2,1,14025,1,40
2,2,0,30000,1,39
1,2,0,16600,1,39
1,5,0,151950,1,44
1,2,0,91500,1,43
2,2,1,40115,1,40
3,2,1,4800,1,39
1,2,0,50350,1,41
1,2,0,15200,1,40
1,2,0,20000,1,39
1,2,0,0,1,40
1,6,4,30012,1,40
1,4,2,51480,1,39
1,4,2,25900,1,39
1,3,1,22600,1,39
1,4,2,55000,1,46
1,2,0,26798,1,40
3,4,3,26900,1,36
3,3,0,66780,1,39
1,5,3,47247,1,43
3,3,2,22080,1,39
1,4,0,137584,1,40
1,2,0,23118,1,34
1,3,0,46068,1,39
1,6,3,48952,1,40
3,3,2,22530,1,39
2,3,0,33900,1,38
1,2,0,15000,1,39
1,2,0,30100,1,39
1,2,0,13055,1,35
1,4,2,82800,1,44
1,3,1,25250,1,40
1,2,0,20924,1,39
1,4,2,31875,1,39
1,2,0,75320,1,39
1,5,3,43654,1,42
1,2,0,25500,1,40
1,3,0,64200,1,44
1,6,4,63024,1,39
1,3,1,39401,1,40
3,5,0,60510,1,39
3,3,2,28505,1,40
1,2,0,19900,1,35
1,3,0,93834,1,40
1,2,0,53758,1,39
1,2,0,75114,1,36
1,5,3,59010,1,43
1,5,3,4551,1,40
1,6,1,129210,1,43
1,4,2,106099,1,46
1,3,0,140667,1,43
1,4,2,20324,1,40
1,4,2,17400,1,40
1,2,0,70502,1,44
1,3,1,23400,1,39
1,4,2,101299,1,43
1,3,0,73400,1,43
1,5,3,65600,1,46
2,2,0,49009,1,39
2,2,0,39000,1,40
1,2,0,57000,1,43
1,3,1,96500,1,44
3,2,1,6552,1,42
1,3,1,98750,1,45
3,3,0,30303,1,39
1,2,0,101900,1,43
1,2,0,25734,1,43
3,2,1,43042,1,43
1,2,0,195699,1,40
2,3,0,-9,1,43
1,2,0,52400,1,35
1,2,0,64150,1,43
1,3,0,28277,1,39
2,2,0,40100,1,44
1,5,1,48600,1,40
1,4,2,34215,1,39
1,2,0,196999,1,46
1,2,0,42880,1,44
1,3,1,51650,1,40
1,5,3,86896,1,43
1,2,0,62000,1,43
1,2,0,99502,1,40
3,2,0,45000,1,44
1,2,0,37600,1,40
2,2,1,40000,1,39
3,3,0,26086,1,35
3,2,0,44600,1,43
1,3,0,55200,1,34
3,3,2,33060,1,43
1,4,1,58493,1,36
3,3,0,21848,1,43
1,5,1,64207,1,44
1,4,2,63104,1,43
3,3,0,44390,1,43
1,2,0,117799,1,43
1,4,2,124323,1,44
1,3,0,171849,1,46
1,2,0,20744,1,39
1,3,0,126374,1,43
1,2,0,39484,1,39
1,2,0,78902,1,44
1,2,0,76000,1,40
1,2,0,47994,1,43
1,5,2,103516,1,44
1,2,0,10251,1,36
3,3,1,15000,1,39
1,2,0,95040,1,43
1,4,0,14917,1,39
1,5,3,56600,1,45
1,2,0,55500,1,39
3,2,0,29946,1,44
3,3,0,133937,1,39
2,2,0,43600,1,39
1,5,2,112427,1,43
1,3,1,76000,1,40
2,2,0,84040,1,40
1,2,0,33030,1,34
1,2,0,23313,1,34
1,2,0,37148,1,34
1,4,2,28553,1,39
1,3,0,63612,1,33
1,5,3,78088,1,40
1,4,2,107075,1,39
1,4,2,58100,1,40
1,4,2,25000,1,39
1,2,0,56212,1,43
1,2,0,40187,1,40
1,2,0,54223,1,39
3,4,0,57010,1,39
1,2,0,25000,1,40
1,2,0,47000,1,34
1,4,2,43166,1,40
1,2,0,34287,1,40
1,2,0,19700,1,46
1,4,2,27040,1,35
1,2,0,73569,1,43
1,3,0,48514,1,33
1,2,0,177399,1,45
1,6,2,106831,1,44
1,6,2,126529,1,46
1,2,0,70000,1,43
3,3,1,14880,1,39
1,3,1,40156,1,43
1,3,1,58000,1,39
1,6,1,66880,1,39
1,2,0,35874,1,40
1,5,3,53515,1,42
3,3,1,71191,1,44
2,2,0,23537,1,33
1,4,1,30045,1,39
1,4,0,46500,1,39
2,2,0,0,1,40
1,2,0,7546,1,31
1,2,0,9118,1,31
1,3,0,44656,1,39
1,2,0,44110,1,39
1,4,2,43024,1,44
3,2,0,61130,1,40
1,3,0,117018,1,39
1,2,0,14775,1,32
1,5,3,47000,1,40
2,2,1,35479,1,32
3,9,1,23358,1,37
3,6,5,0,1,39
1,3,1,68100,1,40
1,3,1,67305,1,39
3,2,1,28630,1,43
1,3,1,41200,1,39
1,4,2,35250,1,40
1,3,0,150000,1,44
1,3,0,55430,1,34
1,2,0,30908,1,39
1,2,0,43748,1,40
1,2,0,37700,1,43
1,3,0,70238,1,39
1,5,2,74557,1,43
1,2,0,75600,1,43
1,3,1,20930,1,42
1,4,2,53200,1,44
1,2,0,140000,1,43
1,2,0,72140,1,43
1,3,1,91350,1,43
1,2,0,172009,1,43
3,2,0,73597,1,39
1,5,2,46550,1,44
3,4,3,2566,1,39
3,2,0,56523,1,40
1,2,0,100933,1,39
1,2,0,6100,1,39
1,2,0,15400,1,39
1,3,0,78082,1,39
3,2,0,57161,1,39
1,2,0,57075,1,43
1,4,0,55489,1,39
3,3,0,70533,1,41
1,2,0,80900,1,43
1,3,1,139002,1,43
1,4,2,74763,1,44
3,2,0,42045,1,39
1,3,1,103002,1,46
1,3,1,45330,1,46
1,7,5,62500,1,41
1,2,0,13801,1,39
1,5,0,89849,1,43
1,2,0,32919,1,39
1,2,0,133287,1,43
1,4,2,50100,1,40
1,2,0,45474,1,40
1,4,0,57737,1,41
1,5,3,53694,1,39
1,2,0,48050,1,40
1,3,1,98041,1,44
1,2,0,62722,1,43
1,2,0,104500,1,43
1,6,0,59802,1,40
1,3,1,81200,1,40
3,3,2,29700,1,39
1,7,1,108499,1,39
1,2,0,81256,1,39
1,3,0,96200,1,43
1,3,0,120916,1,40
1,2,0,62104,1,43
3,4,3,0,1,36
1,4,0,56309,1,39
1,4,0,78452,1,43
1,2,0,65297,1,35
1,7,3,58872,1,43
1,2,0,1216,1,38
1,3,0,75849,1,39
1,2,0,13043,1,39
1,2,0,39936,1,40
1,4,2,38575,1,43
1,2,0,48588,1,39
3,5,0,104764,1,40
1,4,1,26350,1,39
1,3,0,70733,1,39
1,2,0,41555,1,39
1,6,4,43982,1,39
1,3,1,79000,1,39
3,3,2,7088,1,32
1,3,1,19906,1,39
1,4,2,9000,1,40
1,2,0,23969,1,40
1,3,0,99999,1,46
3,2,1,5174,1,39
2,2,0,29835,1,44
1,2,0,44400,1,44
3,2,1,18200,1,39
2,2,0,42675,1,39
1,4,2,46680,1,39
1,4,0,112193,1,39
1,3,1,33896,1,39
3,3,2,8632,1,41
3,4,0,55700,1,39
1,2,0,36125,1,39
1,2,0,153000,1,44
1,6,1,34100,1,39
3,3,2,11081,1,39
1,3,1,44024,1,43
1,3,1,37764,1,41
1,5,0,97580,1,40
1,2,0,29368,1,36
2,2,1,188099,1,43
1,3,0,78050,1,44
1,4,2,29248,1,40
1,3,1,29900,1,43
1,2,0,61860,1,32
1,2,0,22701,1,39
1,3,0,97046,1,41
1,4,2,35722,1,40
1,5,2,50758,1,43
1,3,1,44200,1,40
3,3,0,30460,1,43
2,5,0,32000,1,39
1,4,2,1000,1,35
1,4,2,13710,1,35
3,2,1,488,1,39
1,3,1,10563,1,40
1,4,2,45100,1,43
1,4,2,32239,1,40
1,4,0,72507,1,39
1,2,0,44152,1,39
3,3,1,59326,1,39
3,2,0,35487,1,38
1,2,0,33634,1,39
1,2,0,33710,1,39
1,2,0,36400,1,44
1,4,0,19800,1,39
1,2,0,7500,1,44
1,2,0,55650,1,40
1,5,3,103999,1,43
1,4,0,81794,1,37
3,3,1,34360,1,40
1,2,0,24439,1,43
1,2,0,31820,1,42
1,2,0,2039,1,41
1,3,0,50079,1,39
1,3,1,103000,1,42
1,5,3,73100,1,45
2,3,0,92576,1,39
1,2,0,85971,1,40
1,5,2,89150,1,39
3,3,0,56368,1,39
1,2,0,175150,1,44
1,2,0,63410,1,43
1,2,0,91880,1,39
1,7,2,121266,1,46
1,4,0,66617,1,41
1,5,0,109782,1,40
1,4,2,49530,1,39
1,4,2,56472,1,39
1,3,1,98000,1,43
2,2,0,25879,1,44
1,4,2,113699,1,44
3,3,2,6468,1,39
1,2,0,166500,1,46
1,3,1,55690,1,44
3,4,3,3480,1,35
1,3,0,47269,1,39
1,4,0,62274,1,39
3,4,3,8636,1,39
3,2,1,9298,1,40
3,2,0,32195,1,39
1,4,2,56472,1,43
1,2,0,95812,1,44
3,2,0,22177,1,40
1,4,2,92079,1,44
1,2,0,28889,1,40
1,4,0,170457,1,43
1,3,0,82627,1,33
1,4,2,130199,1,43
1,2,0,19464,1,39
1,4,2,14072,1,40
1,4,0,82130,1,45
3,2,1,85200,1,43
1,5,3,30280,1,43
1,2,0,21400,1,35
1,2,0,32490,1,43
3,4,1,22022,1,39
3,2,1,8424,1,39
1,3,0,28600,1,32
3,2,1,10960,1,32
1,2,0,46800,1,40
1,2,0,16700,1,36
1,3,1,25120,1,33
1,4,2,13100,1,32
2,4,0,71285,1,40
1,4,2,38000,1,39
3,2,1,0,1,39
1,2,0,23116,1,33
1,3,1,48834,1,40
1,6,4,44400,1,43
1,4,2,47700,1,39
1,5,3,80700,1,43
1,2,0,14561,1,34
1,3,0,48491,1,39
1,4,1,36441,1,35
1,3,1,72873,1,43
1,5,3,8532,1,39
2,2,1,47720,1,39
3,5,4,4320,1,33
3,2,0,20100,1,32
1,2,0,80100,1,39
1,2,0,10810,1,39
1,3,0,27300,1,37
1,2,0,35350,1,45
1,2,0,32998,1,40
3,4,0,10212,1,39
3,2,1,3104,1,39
1,2,0,60550,1,40
3,2,1,5700,1,39
3,2,1,3444,1,39
1,2,0,33205,1,43
1,2,0,200299,1,34
1,5,1,88000,1,43
